GENE_FROM	MRNA_FROM	CHROM_FROM	START_FROM	STOP_FROM	STRAND_FROM	GENE_TO	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
GP3.054520.5	bden_t_89893	bdenJAM81_scaffold_8	460945	463831	1	BDEG_06278	BDET_06295	bden_JEL423_supercont1.9	818048	819265	-1	no
e_gw1.3.26.1.5	bden_t_10061	bdenJAM81_scaffold_3	194042	195826	1	BDEG_03934	BDET_03944	bden_JEL423_supercont1.5	187718	191934	-1	yes
fgenesh1_kg.C_scaffold_1000293.5	bden_t_31294	bdenJAM81_scaffold_1	4382976	4383743	1	BDEG_01656	BDET_01660	bden_JEL423_supercont1.1	4411345	4411545	-1	no
fgenesh1_kg.C_scaffold_1000293.5	bden_t_31294	bdenJAM81_scaffold_1	4382976	4383743	1	BDEG_01655	BDET_01659	bden_JEL423_supercont1.1	4410876	4411676	-1	no
estExt_Genewise1Plus.C_30272.5	bden_t_19030	bdenJAM81_scaffold_3	1019794	1022187	-1	BDEG_04232	BDET_04245	bden_JEL423_supercont1.5	1020484	1022979	-1	yes
fgenesh1_pg.C_scaffold_2000017.5	bden_t_22630	bdenJAM81_scaffold_2	59384	60649	1	BDEG_03855	BDET_03865	bden_JEL423_supercont1.4	1763340	1766720	-1	yes
fgenesh1_pg.C_scaffold_3000022.5	bden_t_23226	bdenJAM81_scaffold_3	81205	82920	1	BDEG_03893	BDET_03903	bden_JEL423_supercont1.5	77159	78192	-1	yes
e_gw1.7.256.1.5	bden_t_11916	bdenJAM81_scaffold_7	534856	536104	-1	BDEG_02726	BDET_02733	bden_JEL423_supercont1.3	527883	529012	-1	yes
GP3.082160.5	bden_t_92657	bdenJAM81_scaffold_18	219724	220032	1	BDEG_03076	BDET_03084	bden_JEL423_supercont1.3	1486557	1487910	-1	yes
GP3.008400.5	bden_t_85281	bdenJAM81_scaffold_1	3640355	3641187	-1	BDEG_01373	BDET_01377	bden_JEL423_supercont1.1	3667725	3668164	-1	yes
e_gw1.3.338.1.5	bden_t_10054	bdenJAM81_scaffold_3	799391	800673	-1	BDEG_04150	BDET_04162	bden_JEL423_supercont1.5	800116	801291	-1	yes
fgenesh1_pg.C_scaffold_2000435.5	bden_t_23048	bdenJAM81_scaffold_2	1340927	1344288	1	BDEG_03381	BDET_03389	bden_JEL423_supercont1.4	476193	478798	-1	yes
fgenesh1_pg.C_scaffold_1000675.5	bden_t_21802	bdenJAM81_scaffold_1	1964158	1964745	1	BDEG_00742	BDET_00746	bden_JEL423_supercont1.1	1959264	1959973	-1	yes
GP3.082820.5	bden_t_92723	bdenJAM81_scaffold_19	263101	264384	-1	BDEG_08537	BDET_08562	bden_JEL423_supercont1.17	23069	23976	-1	yes
fgenesh1_pg.C_scaffold_16000018.5	bden_t_27988	bdenJAM81_scaffold_16	47268	47880	-1	BDEG_08246	BDET_08271	bden_JEL423_supercont1.15	336563	337175	-1	yes
GP3.022620.5	bden_t_86703	bdenJAM81_scaffold_2	1619756	1620133	1						NO_GENES_IN_INTERVAL
GP3.051610.5	bden_t_89602	bdenJAM81_scaffold_8	807953	809623	-1	BDEG_06139	BDET_06156	bden_JEL423_supercont1.9	457192	458684	-1	yes
GP3.046830.5	bden_t_89124	bdenJAM81_scaffold_7	694396	696647	1	BDEG_02788	BDET_02795	bden_JEL423_supercont1.3	688093	688615	-1	no
GP3.046830.5	bden_t_89124	bdenJAM81_scaffold_7	694396	696647	1	BDEG_02789	BDET_02796	bden_JEL423_supercont1.3	688975	689638	-1	no
estExt_fgenesh1_pg.C_80316.5	bden_t_35451	bdenJAM81_scaffold_8	951087	952502	-1	BDEG_06086	BDET_06103	bden_JEL423_supercont1.9	312194	312836	-1	no
estExt_fgenesh1_pg.C_80316.5	bden_t_35451	bdenJAM81_scaffold_8	951087	952502	-1	BDEG_06085	BDET_06102	bden_JEL423_supercont1.9	305476	311853	-1	no
GP3.042500.5	bden_t_88691	bdenJAM81_scaffold_6	1390616	1395137	-1	BDEG_04543	BDET_04557	bden_JEL423_supercont1.6	158990	162771	-1	yes
estExt_Genewise1Plus.C_10044.5	bden_t_18160	bdenJAM81_scaffold_1	118797	119844	-1	BDEG_00043	BDET_00043	bden_JEL423_supercont1.1	125750	126327	-1	yes
gw1.3.428.1.5	bden_t_6003	bdenJAM81_scaffold_3	315194	315986	1	BDEG_03977	BDET_03987	bden_JEL423_supercont1.5	311854	314048	-1	yes
fgenesh1_pg.C_scaffold_17000155.5	bden_t_28328	bdenJAM81_scaffold_17	492704	494348	-1	BDEG_08332	BDET_08357	bden_JEL423_supercont1.16	16448	17806	-1	yes
GP3.066900.5	bden_t_91131	bdenJAM81_scaffold_12	483470	485926	-1	BDEG_07389	BDET_07409	bden_JEL423_supercont1.12	628168	630588	-1	yes
estExt_fgenesh1_pg.C_10268.5	bden_t_33953	bdenJAM81_scaffold_1	791251	793884	1	BDEG_00295	BDET_00297	bden_JEL423_supercont1.1	789532	790610	-1	yes
GP3.043380.5	bden_t_88779	bdenJAM81_scaffold_6	778876	781357	-1	BDEG_04763	BDET_04777	bden_JEL423_supercont1.6	771694	774299	-1	yes
GP3.065160.5	bden_t_90957	bdenJAM81_scaffold_11	131338	132943	-1	BDEG_07542	BDET_07562	bden_JEL423_supercont1.13	99314	103284	-1	yes
fgenesh1_pg.C_scaffold_4000004.5	bden_t_23765	bdenJAM81_scaffold_4	21982	23859	-1	BDEG_07505	BDET_07525	bden_JEL423_supercont1.12	933005	934360	-1	yes
GP3.048820.5	bden_t_89323	bdenJAM81_scaffold_7	272682	275405	-1	BDEG_02634	BDET_02641	bden_JEL423_supercont1.3	265024	267515	-1	yes
fgenesh1_pg.C_scaffold_1001413.5	bden_t_22540	bdenJAM81_scaffold_1	4225157	4227091	1	BDEG_01590	BDET_01594	bden_JEL423_supercont1.1	4252964	4254898	-1	yes
e_gw1.5.46.1.5	bden_t_11206	bdenJAM81_scaffold_5	1474892	1478454	-1	BDEG_05561	BDET_05578	bden_JEL423_supercont1.7	1314524	1318885	-1	yes
estExt_fgenesh1_pg.C_80292.5	bden_t_35445	bdenJAM81_scaffold_8	879027	881375	1	BDEG_06111	BDET_06128	bden_JEL423_supercont1.9	385759	387659	-1	yes
estExt_fgenesh1_pg.C_180133.5	bden_t_36268	bdenJAM81_scaffold_18	420733	424412	-1	BDEG_03164	BDET_03172	bden_JEL423_supercont1.3	1698570	1701490	-1	yes
fgenesh1_pg.C_scaffold_1000907.5	bden_t_22034	bdenJAM81_scaffold_1	2672838	2676514	-1	BDEG_01005	BDET_01009	bden_JEL423_supercont1.1	2680450	2684126	-1	yes
GP3.030130.5	bden_t_87454	bdenJAM81_scaffold_4	665712	669714	1	BDEG_02284	BDET_02289	bden_JEL423_supercont1.2	1604193	1608260	-1	no
GP3.030130.5	bden_t_87454	bdenJAM81_scaffold_4	665712	669714	1	BDEG_02285	BDET_02290	bden_JEL423_supercont1.2	1608364	1611706	-1	no
estExt_fgenesh1_kg.C_30013.5	bden_t_36677	bdenJAM81_scaffold_3	143747	144792	-1	BDEG_03918	BDET_03928	bden_JEL423_supercont1.5	139720	140493	-1	yes
fgenesh1_pg.C_scaffold_2000201.5	bden_t_22814	bdenJAM81_scaffold_2	589435	592683	-1	BDEG_03641	BDET_03650	bden_JEL423_supercont1.4	1224084	1224766	-1	no
fgenesh1_pg.C_scaffold_2000201.5	bden_t_22814	bdenJAM81_scaffold_2	589435	592683	-1	BDEG_03642	BDET_03651	bden_JEL423_supercont1.4	1225307	1226745	-1	no
GP3.077810.5	bden_t_92222	bdenJAM81_scaffold_16	379128	380172	-1	BDEG_08101	BDET_08124	bden_JEL423_supercont1.15	3757	5188	-1	yes
GP3.009110.5	bden_t_85352	bdenJAM81_scaffold_1	2864949	2865344	-1	BDEG_01076	BDET_01080	bden_JEL423_supercont1.1	2874898	2875470	-1	yes
estExt_fgenesh1_pm.C_200010.5	bden_t_33853	bdenJAM81_scaffold_20	106170	108112	1	BDEG_06431	BDET_06449	bden_JEL423_supercont1.10	162606	164537	-1	yes
fgenesh1_pg.C_scaffold_2000072.5	bden_t_22685	bdenJAM81_scaffold_2	218576	220705	-1	BDEG_03792	BDET_03801	bden_JEL423_supercont1.4	1605320	1607787	-1	yes
GP3.080670.5	bden_t_92508	bdenJAM81_scaffold_18	37395	37964	-1	BDEG_03010	BDET_03018	bden_JEL423_supercont1.3	1309320	1309886	-1	yes
GP3.063690.5	bden_t_90810	bdenJAM81_scaffold_11	496708	498827	-1	BDEG_07679	BDET_07699	bden_JEL423_supercont1.13	483384	485477	-1	yes
e_gw1.3.152.1.5	bden_t_10090	bdenJAM81_scaffold_3	1338760	1340550	1	BDEG_04354	BDET_04368	bden_JEL423_supercont1.5	1338401	1341544	-1	yes
GP3.080070.5	bden_t_92448	bdenJAM81_scaffold_17	50909	51697	1	BDEG_08515	BDET_08540	bden_JEL423_supercont1.16	469577	470365	-1	yes
fgenesh1_pg.C_scaffold_1001407.5	bden_t_22534	bdenJAM81_scaffold_1	4211582	4212711	1	BDEG_01584	BDET_01588	bden_JEL423_supercont1.1	4239446	4240518	-1	yes
fgenesh1_pg.C_scaffold_65000003.5	bden_t_28844	bdenJAM81_scaffold_65	4678	5441	-1	BDEG_06926	BDET_06945	bden_JEL423_supercont1.11	399139	399902	-1	yes
GP3.041840.5	bden_t_88625	bdenJAM81_scaffold_6	887598	889668	-1	BDEG_04721	BDET_04735	bden_JEL423_supercont1.6	663333	665403	-1	yes
fgenesh1_pg.C_scaffold_1000953.5	bden_t_22080	bdenJAM81_scaffold_1	2810079	2810936	1	BDEG_01055	BDET_01059	bden_JEL423_supercont1.1	2817618	2818457	-1	yes
estExt_fgenesh1_pg.C_10623.5	bden_t_34065	bdenJAM81_scaffold_1	1848696	1851169	-1	BDEG_00698	BDET_00702	bden_JEL423_supercont1.1	1843584	1844879	-1	yes
fgenesh1_pg.C_scaffold_11000050.5	bden_t_26795	bdenJAM81_scaffold_11	173483	176087	-1	BDEG_07554	BDET_07574	bden_JEL423_supercont1.13	143826	145711	-1	yes
GP3.088610.5	bden_t_93302	bdenJAM81_scaffold_191	4115	4723	1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_1001479.5	bden_t_22606	bdenJAM81_scaffold_1	4397013	4398276	1	BDEG_01665	BDET_01669	bden_JEL423_supercont1.1	4424683	4425378	-1	no
fgenesh1_pg.C_scaffold_1001479.5	bden_t_22606	bdenJAM81_scaffold_1	4397013	4398276	1	BDEG_01666	BDET_01670	bden_JEL423_supercont1.1	4425474	4426109	-1	no
GP3.026880.5	bden_t_87129	bdenJAM81_scaffold_3	718688	719017	-1	BDEG_04118	BDET_04129	bden_JEL423_supercont1.5	719442	720092	-1	yes
GP3.014940.5	bden_t_85935	bdenJAM81_scaffold_1	3197075	3199902	1	BDEG_01199	BDET_01203	bden_JEL423_supercont1.1	3221353	3227065	-1	yes
fgenesh1_pg.C_scaffold_5000037.5	bden_t_24321	bdenJAM81_scaffold_5	190530	192948	-1	BDEG_05085	BDET_05100	bden_JEL423_supercont1.7	67413	68057	-1	no
fgenesh1_pg.C_scaffold_5000037.5	bden_t_24321	bdenJAM81_scaffold_5	190530	192948	-1	BDEG_05086	BDET_05101	bden_JEL423_supercont1.7	68388	69581	-1	no
estExt_fgenesh1_pg.C_70140.5	bden_t_35224	bdenJAM81_scaffold_7	466186	468673	-1	BDEG_02701	BDET_02708	bden_JEL423_supercont1.3	457938	459198	-1	no
estExt_fgenesh1_pg.C_70140.5	bden_t_35224	bdenJAM81_scaffold_7	466186	468673	-1	BDEG_02702	BDET_02709	bden_JEL423_supercont1.3	459255	461664	-1	no
gw1.6.401.1.5	bden_t_5960	bdenJAM81_scaffold_6	820469	820909	1	BDEG_04748	BDET_04762	bden_JEL423_supercont1.6	731710	732704	-1	yes
GP3.041470.5	bden_t_88588	bdenJAM81_scaffold_6	666959	669640	-1	BDEG_04810	BDET_04824	bden_JEL423_supercont1.6	883525	886184	-1	yes
fgenesh1_pg.C_scaffold_2000208.5	bden_t_22821	bdenJAM81_scaffold_2	616664	617484	-1	BDEG_03633	BDET_03642	bden_JEL423_supercont1.4	1198710	1199530	-1	yes
fgenesh1_pg.C_scaffold_1000319.5	bden_t_21446	bdenJAM81_scaffold_1	941388	944769	-1	BDEG_00349	BDET_00351	bden_JEL423_supercont1.1	938208	941339	-1	yes
fgenesh1_pg.C_scaffold_20000073.5	bden_t_28677	bdenJAM81_scaffold_20	216196	222127	1	BDEG_06386	BDET_06404	bden_JEL423_supercont1.10	50050	54227	-1	no
fgenesh1_pg.C_scaffold_20000073.5	bden_t_28677	bdenJAM81_scaffold_20	216196	222127	1	BDEG_06387	BDET_06405	bden_JEL423_supercont1.10	54579	55981	-1	no
fgenesh1_pg.C_scaffold_9000078.5	bden_t_26166	bdenJAM81_scaffold_9	295167	297708	-1	BDEG_05876	BDET_05893	bden_JEL423_supercont1.8	782377	785028	-1	yes
GP3.031310.5	bden_t_87572	bdenJAM81_scaffold_4	1341274	1342216	1						NO_GENES_IN_INTERVAL
e_gw1.15.166.1.5	bden_t_14302	bdenJAM81_scaffold_15	177968	179136	-1	BDEG_08031	BDET_08053	bden_JEL423_supercont1.14	692038	693398	-1	yes
GP3.026240.5	bden_t_87065	bdenJAM81_scaffold_3	1674155	1674745	-1	BDEG_04482	BDET_04496	bden_JEL423_supercont1.5	1679977	1680621	-1	yes
estExt_fgenesh1_pg.C_140068.5	bden_t_36012	bdenJAM81_scaffold_14	198586	200073	-1	BDEG_01856	BDET_01860	bden_JEL423_supercont1.2	480402	481068	-1	no
estExt_fgenesh1_pg.C_140068.5	bden_t_36012	bdenJAM81_scaffold_14	198586	200073	-1	BDEG_01857	BDET_01861	bden_JEL423_supercont1.2	481303	482274	-1	no
fgenesh1_pg.C_scaffold_1000292.5	bden_t_21419	bdenJAM81_scaffold_1	857876	858382	1						NO_GENES_IN_INTERVAL
fgenesh1_pg.C_scaffold_9000061.5	bden_t_26149	bdenJAM81_scaffold_9	224189	226259	-1	BDEG_05899	BDET_05916	bden_JEL423_supercont1.8	859666	863084	-1	yes
estExt_Genewise1Plus.C_60381.5	bden_t_19670	bdenJAM81_scaffold_6	1139178	1141127	1	BDEG_04626	BDET_04640	bden_JEL423_supercont1.6	415051	416536	-1	yes
fgenesh1_pg.C_scaffold_19000032.5	bden_t_28550	bdenJAM81_scaffold_19	117583	120627	1	BDEG_08586	BDET_08611	bden_JEL423_supercont1.17	175512	178253	-1	yes
GP3.012560.5	bden_t_85697	bdenJAM81_scaffold_1	491864	496607	1	BDEG_00186	BDET_00187	bden_JEL423_supercont1.1	497999	502091	-1	yes
gw1.1.988.1.5	bden_t_5033	bdenJAM81_scaffold_1	425879	427062	-1	BDEG_00162	BDET_00163	bden_JEL423_supercont1.1	431492	432761	-1	yes
GP3.052730.5	bden_t_89714	bdenJAM81_scaffold_8	919399	920815	-1	BDEG_06096	BDET_06113	bden_JEL423_supercont1.9	343999	344591	-1	yes
GP3.086500.5	bden_t_93091	bdenJAM81_scaffold_71	2785	2979	1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_10000224.5	bden_t_26637	bdenJAM81_scaffold_10	677738	679083	1	BDEG_07037	BDET_07056	bden_JEL423_supercont1.11	662241	663707	-1	yes
GP3.032590.5	bden_t_87700	bdenJAM81_scaffold_4	842551	843678	-1	BDEG_02215	BDET_02220	bden_JEL423_supercont1.2	1434317	1434956	-1	yes
e_gw1.15.88.1.5	bden_t_14212	bdenJAM81_scaffold_15	251127	252646	1	BDEG_07998	BDET_08020	bden_JEL423_supercont1.14	617474	620100	-1	yes
fgenesh1_pg.C_scaffold_32000002.5	bden_t_28754	bdenJAM81_scaffold_32	5652	6935	-1	BDEG_07831	BDET_07852	bden_JEL423_supercont1.13	866207	867850	-1	yes
fgenesh1_pg.C_scaffold_8000355.5	bden_t_26023	bdenJAM81_scaffold_8	1077513	1078610	-1	BDEG_06046	BDET_06063	bden_JEL423_supercont1.9	185273	186639	-1	yes
gw1.6.153.1.5	bden_t_2171	bdenJAM81_scaffold_6	416115	417185	-1	BDEG_04911	BDET_04926	bden_JEL423_supercont1.6	1135110	1137251	-1	yes
fgenesh1_pg.C_scaffold_1000011.5	bden_t_21138	bdenJAM81_scaffold_1	38260	41188	-1	BDEG_00014	BDET_00014	bden_JEL423_supercont1.1	44298	47226	-1	yes
estExt_fgenesh1_pg.C_40455.5	bden_t_34896	bdenJAM81_scaffold_4	1412524	1413247	1	BDEG_02006	BDET_02010	bden_JEL423_supercont1.2	877833	878485	-1	yes
estExt_fgenesh1_pg.C_30276.5	bden_t_34602	bdenJAM81_scaffold_3	883076	886102	1	BDEG_04184	BDET_04196	bden_JEL423_supercont1.5	884236	886833	-1	yes
estExt_Genewise1Plus.C_30319.5	bden_t_19045	bdenJAM81_scaffold_3	1171329	1172881	1	BDEG_04294	BDET_04308	bden_JEL423_supercont1.5	1172070	1173576	-1	yes
fgenesh1_pg.C_scaffold_12000184.5	bden_t_27235	bdenJAM81_scaffold_12	582234	585889	-1	BDEG_07431	BDET_07451	bden_JEL423_supercont1.12	732760	733256	-1	no
fgenesh1_pg.C_scaffold_12000184.5	bden_t_27235	bdenJAM81_scaffold_12	582234	585889	-1	BDEG_07432	BDET_07452	bden_JEL423_supercont1.12	733620	735058	-1	no
GP3.033310.5	bden_t_87772	bdenJAM81_scaffold_4	55885	57723	-1	BDEG_02518	BDET_02525	bden_JEL423_supercont1.2	2230388	2232822	-1	yes
GP3.042970.5	bden_t_88738	bdenJAM81_scaffold_6	1168763	1168969	-1						NO_GENES_IN_INTERVAL
fgenesh1_pg.C_scaffold_1000623.5	bden_t_21750	bdenJAM81_scaffold_1	1829158	1831467	-1	BDEG_00687	BDET_00691	bden_JEL423_supercont1.1	1824093	1826402	-1	yes
GP3.057050.5	bden_t_90146	bdenJAM81_scaffold_9	1018868	1021615	-1	BDEG_05603	BDET_05620	bden_JEL423_supercont1.8	52809	55387	-1	yes
fgenesh1_pg.C_scaffold_19000052.5	bden_t_28570	bdenJAM81_scaffold_19	174683	176827	1	BDEG_08562	BDET_08587	bden_JEL423_supercont1.17	110864	112284	-1	yes
GP3.067460.5	bden_t_91187	bdenJAM81_scaffold_12	618796	619668	-1	BDEG_07448	BDET_07468	bden_JEL423_supercont1.12	769800	770672	-1	yes
estExt_fgenesh1_pm.C_30087.5	bden_t_32995	bdenJAM81_scaffold_3	1110285	1112411	-1	BDEG_04267	BDET_04281	bden_JEL423_supercont1.5	1111010	1113091	-1	yes
fgenesh1_pg.C_scaffold_3000333.5	bden_t_23537	bdenJAM81_scaffold_3	1023628	1026117	-1	BDEG_04234	BDET_04247	bden_JEL423_supercont1.5	1024311	1026800	-1	yes
GP3.032420.5	bden_t_87683	bdenJAM81_scaffold_4	1054394	1054609	-1						NO_GENES_IN_INTERVAL
fgenesh1_pg.C_scaffold_79000001.5	bden_t_28872	bdenJAM81_scaffold_79	489	2525	1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pg.C_scaffold_3000502.5	bden_t_23706	bdenJAM81_scaffold_3	1544531	1545893	-1	BDEG_04427	BDET_04441	bden_JEL423_supercont1.5	1547011	1547765	-1	yes
GP3.035190.5	bden_t_87960	bdenJAM81_scaffold_5	360785	374702	-1	BDEG_05140	BDET_05155	bden_JEL423_supercont1.7	211566	218089	-1	no
GP3.035190.5	bden_t_87960	bdenJAM81_scaffold_5	360785	374702	-1	BDEG_05139	BDET_05154	bden_JEL423_supercont1.7	204263	211400	-1	no
GP3.014870.5	bden_t_85928	bdenJAM81_scaffold_1	3148518	3149414	1	BDEG_01180	BDET_01184	bden_JEL423_supercont1.1	3175616	3176577	-1	yes
e_gw1.3.178.1.5	bden_t_10265	bdenJAM81_scaffold_3	1396485	1397809	1	BDEG_04373	BDET_04387	bden_JEL423_supercont1.5	1397274	1400698	-1	yes
GP3.008890.5	bden_t_85330	bdenJAM81_scaffold_1	3113409	3116705	-1	BDEG_01170	BDET_01174	bden_JEL423_supercont1.1	3144919	3148215	-1	yes
GP3.087080.5	bden_t_93149	bdenJAM81_scaffold_94	3548	4603	-1						NO_SYNTENIC_ALIGNMENT
fgenesh1_pm.C_scaffold_15000038.5	bden_t_30800	bdenJAM81_scaffold_15	566163	567084	1	BDEG_07884	BDET_07905	bden_JEL423_supercont1.14	304610	305649	-1	yes
GP3.070890.5	bden_t_91530	bdenJAM81_scaffold_13	54391	54954	-1	BDEG_06745	BDET_06763	bden_JEL423_supercont1.10	959771	960334	-1	yes
estExt_fgenesh1_kg.C_100069.5	bden_t_37276	bdenJAM81_scaffold_10	866513	868501	-1	BDEG_07112	BDET_07131	bden_JEL423_supercont1.11	855278	857178	-1	yes
e_gw1.8.312.1.5	bden_t_12186	bdenJAM81_scaffold_8	885239	886024	1	BDEG_06109	BDET_06126	bden_JEL423_supercont1.9	380609	381936	-1	yes
GP3.081360.5	bden_t_92577	bdenJAM81_scaffold_18	461886	462790	1	BDEG_03177	BDET_03185	bden_JEL423_supercont1.3	1739666	1740577	-1	yes
estExt_fgenesh1_pg.C_130230.5	bden_t_35974	bdenJAM81_scaffold_13	675812	677897	-1	BDEG_06497	BDET_06515	bden_JEL423_supercont1.10	338348	340286	-1	yes
GP3.029810.5	bden_t_87422	bdenJAM81_scaffold_4	533918	535353	1	BDEG_02341	BDET_02348	bden_JEL423_supercont1.2	1744261	1745033	-1	yes
GP3.019180.5	bden_t_86359	bdenJAM81_scaffold_2	1748929	1752473	-1	BDEG_03231	BDET_03239	bden_JEL423_supercont1.4	61867	65189	-1	yes
e_gw1.12.108.1.5	bden_t_13553	bdenJAM81_scaffold_12	650438	651477	1	BDEG_07460	BDET_07480	bden_JEL423_supercont1.12	804927	806500	-1	yes
estExt_Genewise1Plus.C_60244.5	bden_t_19614	bdenJAM81_scaffold_6	789210	791307	1	BDEG_04759	BDET_04773	bden_JEL423_supercont1.6	761748	763820	-1	yes
GP3.060900.5	bden_t_90531	bdenJAM81_scaffold_10	880984	882610	-1	BDEG_07118	BDET_07137	bden_JEL423_supercont1.11	869697	870707	-1	yes
fgenesh1_pg.C_scaffold_1000986.5	bden_t_22113	bdenJAM81_scaffold_1	2919026	2922420	1	BDEG_01093	BDET_01097	bden_JEL423_supercont1.1	2929180	2932574	-1	yes
e_gw1.1.1489.1.5	bden_t_8189	bdenJAM81_scaffold_1	2882445	2882836	-1						NO_GENES_IN_INTERVAL
fgenesh1_pg.C_scaffold_9000154.5	bden_t_26242	bdenJAM81_scaffold_9	545190	549017	1	BDEG_05784	BDET_05801	bden_JEL423_supercont1.8	528595	531334	-1	yes
fgenesh1_pg.C_scaffold_13000253.5	bden_t_27542	bdenJAM81_scaffold_13	731226	735057	-1	BDEG_06473	BDET_06491	bden_JEL423_supercont1.10	281438	284790	-1	yes
fgenesh1_pg.C_scaffold_3000002.5	bden_t_23206	bdenJAM81_scaffold_3	7914	10683	-1	BDEG_03870	BDET_03880	bden_JEL423_supercont1.5	6916	8469	-1	yes
gw1.13.140.1.5	bden_t_3858	bdenJAM81_scaffold_13	341851	342318	1	BDEG_06621	BDET_06639	bden_JEL423_supercont1.10	671918	673818	-1	yes
fgenesh1_pg.C_scaffold_12000102.5	bden_t_27153	bdenJAM81_scaffold_12	321629	324526	-1	BDEG_07338	BDET_07358	bden_JEL423_supercont1.12	466779	469214	-1	yes
fgenesh1_pg.C_scaffold_8000234.5	bden_t_25902	bdenJAM81_scaffold_8	700528	701278	-1	BDEG_06179	BDET_06196	bden_JEL423_supercont1.9	567173	567923	-1	yes
fgenesh1_pm.C_scaffold_1000237.5	bden_t_29299	bdenJAM81_scaffold_1	2799603	2800488	-1	BDEG_01051	BDET_01055	bden_JEL423_supercont1.1	2807095	2808192	-1	yes
GP3.056470.5	bden_t_90088	bdenJAM81_scaffold_9	782284	784585	-1	BDEG_05699	BDET_05716	bden_JEL423_supercont1.8	291047	291697	-1	no
GP3.056470.5	bden_t_90088	bdenJAM81_scaffold_9	782284	784585	-1	BDEG_05698	BDET_05715	bden_JEL423_supercont1.8	289911	290641	-1	no
gw1.3.515.1.5	bden_t_7267	bdenJAM81_scaffold_3	1489448	1489660	-1	BDEG_04406	BDET_04420	bden_JEL423_supercont1.5	1489097	1492598	-1	yes
fgenesh1_pg.C_scaffold_15000190.5	bden_t_27966	bdenJAM81_scaffold_15	617048	618740	1	BDEG_07867	BDET_07888	bden_JEL423_supercont1.14	252653	254344	-1	yes
estExt_fgenesh1_pg.C_100288.5	bden_t_35713	bdenJAM81_scaffold_10	855234	856631	-1	BDEG_07108	BDET_07127	bden_JEL423_supercont1.11	843979	849925	-1	yes
fgenesh1_pg.C_scaffold_8000117.5	bden_t_25785	bdenJAM81_scaffold_8	383351	384186	-1	BDEG_06315	BDET_06332	bden_JEL423_supercont1.9	896922	897349	-1	yes
fgenesh1_pg.C_scaffold_16000122.5	bden_t_28092	bdenJAM81_scaffold_16	327471	328046	1	BDEG_08125	BDET_08149	bden_JEL423_supercont1.15	56274	56849	-1	yes
fgenesh1_pg.C_scaffold_6000017.5	bden_t_24788	bdenJAM81_scaffold_6	73460	74635	1	BDEG_05041	BDET_05056	bden_JEL423_supercont1.6	1484762	1485513	-1	yes
estExt_fgenesh1_kg.C_10199.5	bden_t_36498	bdenJAM81_scaffold_1	2869313	2870012	-1	BDEG_01078	BDET_01082	bden_JEL423_supercont1.1	2879447	2885272	-1	yes
e_gw1.1.219.1.5	bden_t_9141	bdenJAM81_scaffold_1	67680	69965	-1	BDEG_00025	BDET_00025	bden_JEL423_supercont1.1	73719	76899	-1	yes
estExt_fgenesh1_pg.C_40446.5	bden_t_34892	bdenJAM81_scaffold_4	1395343	1397264	1	BDEG_02015	BDET_02019	bden_JEL423_supercont1.2	893758	895707	-1	yes
fgenesh1_pg.C_scaffold_14000188.5	bden_t_27734	bdenJAM81_scaffold_14	588940	590169	1	BDEG_01717	BDET_01721	bden_JEL423_supercont1.2	112664	113154	-1	yes
e_gw1.3.88.1.5	bden_t_10316	bdenJAM81_scaffold_3	1090523	1093206	1	BDEG_04260	BDET_04274	bden_JEL423_supercont1.5	1090919	1093920	-1	yes
e_gw1.4.434.1.5	bden_t_10473	bdenJAM81_scaffold_4	234096	234948	1	BDEG_02451	BDET_02458	bden_JEL423_supercont1.2	2041934	2042786	-1	yes
e_gw1.2.597.1.5	bden_t_9655	bdenJAM81_scaffold_2	1827976	1828278	-1						NO_SYNTENIC_ALIGNMENT
e_gw1.150.3.1.5	bden_t_15156	bdenJAM81_scaffold_150	3183	4703	1						NO_SYNTENIC_ALIGNMENT
GP3.034350.5	bden_t_87876	bdenJAM81_scaffold_4	996115	999632	1	BDEG_02149	BDET_02154	bden_JEL423_supercont1.2	1278260	1281777	-1	yes
fgenesh1_pg.C_scaffold_1000018.5	bden_t_21145	bdenJAM81_scaffold_1	53409	55019	1	BDEG_00020	BDET_00020	bden_JEL423_supercont1.1	59449	61059	-1	yes
GP3.017270.5	bden_t_86168	bdenJAM81_scaffold_2	529741	531687	-1	BDEG_03660	BDET_03669	bden_JEL423_supercont1.4	1284489	1286435	-1	yes
GP3.004180.5	bden_t_84859	bdenJAM81_scaffold_1	2218721	2221854	-1	BDEG_00845	BDET_00849	bden_JEL423_supercont1.1	2213810	2217741	-1	yes
GP3.053250.5	bden_t_89766	bdenJAM81_scaffold_8	500445	501382	-1	BDEG_06261	BDET_06278	bden_JEL423_supercont1.9	778812	779749	-1	yes
fgenesh1_pg.C_scaffold_34000004.5	bden_t_28762	bdenJAM81_scaffold_34	6056	8204	1	BDEG_01149	BDET_01153	bden_JEL423_supercont1.1	3091316	3093060	-1	yes
