GLEAN_PASA	MRNA_FROM	CHROM	START_FROM	STOP_FROM	STRAND_FROM	JGI	MRNA_TO	START_TO	STOP_TO	STRAND_TO	SINGLE_MATCH
GLEANP3_016930	GLEANP3_016930.t1	bdenJAM81_scaffold_2	304501	308522	-1	estExt_fgenesh1_pg.C_20104.5	bden_t_34367	estExt_fgenesh1_pg.C_20104.5	303573	308522	-1	yes
GLEANP3_016940	GLEANP3_016940.t1	bdenJAM81_scaffold_2	308699	309874	-1	estExt_fgenesh1_kg.C_20016.5	bden_t_36590	estExt_fgenesh1_kg.C_20016.5	308696	309875	-1	yes
GLEANP3_016950	GLEANP3_016950.t1	bdenJAM81_scaffold_2	311762	316499	1	e_gw1.2.32.1.5	bden_t_9370	e_gw1.2.32.1.5	311969	316323	1	yes
GLEANP3_016960	GLEANP3_016960.t1	bdenJAM81_scaffold_2	317089	320932	-1	estExt_fgenesh1_pg.C_20108.5	bden_t_34369	estExt_fgenesh1_pg.C_20108.5	317089	320932	-1	yes
GLEANP3_016970	GLEANP3_016970.t1	bdenJAM81_scaffold_2	323770	325423	-1	GP3.016970.5	bden_t_86138	GP3.016970.5	323770	325423	-1	yes
GLEANP3_016980	GLEANP3_016980.t1	bdenJAM81_scaffold_2	325920	328716	-1	GP3.016980.5	bden_t_86139	GP3.016980.5	325920	328716	-1	yes
GLEANP3_016990	GLEANP3_016990.t1	bdenJAM81_scaffold_2	329238	330079	-1	GP3.016990.5	bden_t_86140	GP3.016990.5	329238	330079	-1	yes
GLEANP3_017000	GLEANP3_017000.t1	bdenJAM81_scaffold_2	330510	331937	1	estExt_fgenesh1_pg.C_20114.5	bden_t_34370	estExt_fgenesh1_pg.C_20114.5	330510	331932	1	yes
GLEANP3_017010	GLEANP3_017010.t1	bdenJAM81_scaffold_2	334128	336353	1	gw1.2.170.1.5	bden_t_2042	gw1.2.170.1.5	334294	336040	1	yes
GLEANP3_017020	GLEANP3_017020.t1	bdenJAM81_scaffold_2	338185	340159	-1	estExt_fgenesh1_pg.C_20118.5	bden_t_34371	estExt_fgenesh1_pg.C_20118.5	338185	340159	-1	yes
GLEANP3_017030	GLEANP3_017030.t1	bdenJAM81_scaffold_2	340356	342449	1	GP3.017030.5	bden_t_86144	GP3.017030.5	340356	342449	1	yes
GLEANP3_017040	GLEANP3_017040.t1	bdenJAM81_scaffold_2	352350	353671	1	GP3.017040.5	bden_t_86145	GP3.017040.5	352350	353671	1	yes
GLEANP3_017050	GLEANP3_017050.t1	bdenJAM81_scaffold_2	353810	355932	-1	GP3.017050.5	bden_t_86146	GP3.017050.5	353810	355932	-1	yes
GLEANP3_017060	GLEANP3_017060.t1	bdenJAM81_scaffold_2	359285	363860	-1	estExt_fgenesh1_pg.C_20126.5	bden_t_34372	estExt_fgenesh1_pg.C_20126.5	359249	363860	-1	yes
GLEANP3_017070	GLEANP3_017070.t1	bdenJAM81_scaffold_2	364494	367557	-1	estExt_fgenesh1_kg.C_20018.5	bden_t_36592	estExt_fgenesh1_kg.C_20018.5	364494	365416	-1	yes
GLEANP3_017080	GLEANP3_017080.t1	bdenJAM81_scaffold_2	367815	369008	1	GP3.017080.5	bden_t_86149	GP3.017080.5	367815	369008	1	yes
GLEANP3_017090	GLEANP3_017090.t1	bdenJAM81_scaffold_2	370358	372679	-1	GP3.017090.5	bden_t_86150	GP3.017090.5	370358	372679	-1	yes
GLEANP3_017100	GLEANP3_017100.t1	bdenJAM81_scaffold_2	388289	389565	-1	fgenesh1_pg.C_scaffold_2000136.5	bden_t_22749	fgenesh1_pg.C_scaffold_2000136.5	388511	389565	-1	yes
GLEANP3_017110	GLEANP3_017110.t1	bdenJAM81_scaffold_2	389921	393412	-1	e_gw1.2.97.1.5	bden_t_9358	e_gw1.2.97.1.5	390083	392695	-1	yes
GLEANP3_017120	GLEANP3_017120.t1	bdenJAM81_scaffold_2	396614	397398	1	GP3.017120.5	bden_t_86153	GP3.017120.5	396614	397398	1	yes
GLEANP3_017130	GLEANP3_017130.t1	bdenJAM81_scaffold_2	401521	406486	-1	estExt_fgenesh1_pg.C_20143.5	bden_t_34375	estExt_fgenesh1_pg.C_20143.5	401521	402260	-1	yes
GLEANP3_017140	GLEANP3_017140.t1	bdenJAM81_scaffold_2	409336	411317	1	GP3.017140.5	bden_t_86155	GP3.017140.5	409336	411317	1	yes
GLEANP3_017150	GLEANP3_017150.t1	bdenJAM81_scaffold_2	416828	418591	-1	GP3.017150.5	bden_t_86156	GP3.017150.5	416828	418591	-1	yes
GLEANP3_017160	GLEANP3_017160.t1	bdenJAM81_scaffold_2	425898	431221	1	estExt_fgenesh1_pg.C_20151.5	bden_t_34376	estExt_fgenesh1_pg.C_20151.5	425898	431221	1	yes
GLEANP3_017170	GLEANP3_017170.t1	bdenJAM81_scaffold_2	432626	433452	1	estExt_fgenesh1_pg.C_20153.5	bden_t_34377	estExt_fgenesh1_pg.C_20153.5	432626	433448	1	yes
GLEANP3_017180	GLEANP3_017180.t1	bdenJAM81_scaffold_2	442516	444675	1	e_gw1.2.244.1.5	bden_t_9780	e_gw1.2.244.1.5	443471	444586	1	yes
GLEANP3_017190	GLEANP3_017190.t1	bdenJAM81_scaffold_2	457515	461871	-1	e_gw1.2.15.1.5	bden_t_9533	e_gw1.2.15.1.5	457010	461328	-1	yes
GLEANP3_017200	GLEANP3_017200.t1	bdenJAM81_scaffold_2	467577	469763	1	GP3.017200.5	bden_t_86161	GP3.017200.5	467577	469763	1	yes
GLEANP3_017210	GLEANP3_017210.t1	bdenJAM81_scaffold_2	469869	470965	-1	fgenesh1_pg.C_scaffold_2000167.5	bden_t_22780	fgenesh1_pg.C_scaffold_2000167.5	469869	470965	-1	yes
GLEANP3_017220	GLEANP3_017220.t1	bdenJAM81_scaffold_2	475075	478695	-1	GP3.017220.5	bden_t_86163	GP3.017220.5	475075	478695	-1	yes
GLEANP3_017230	GLEANP3_017230.t1	bdenJAM81_scaffold_2	479489	481534	-1	fgenesh1_pg.C_scaffold_2000170.5	bden_t_22783	fgenesh1_pg.C_scaffold_2000170.5	479489	481534	-1	yes
GLEANP3_017240	GLEANP3_017240.t1	bdenJAM81_scaffold_2	484622	487674	1	estExt_Genewise1Plus.C_20139.5	bden_t_18766	estExt_Genewise1Plus.C_20139.5	484622	487673	1	yes
GLEANP3_017250	GLEANP3_017250.t1	bdenJAM81_scaffold_2	491470	496797	-1	estExt_fgenesh1_pm.C_20034.5	bden_t_32847	estExt_fgenesh1_pm.C_20034.5	491470	492989	-1	yes
GLEANP3_017260	GLEANP3_017260.t1	bdenJAM81_scaffold_2	515355	519605	-1	estExt_Genewise1.C_20149.5	bden_t_15818	estExt_Genewise1.C_20149.5	516763	519294	-1	yes
GLEANP3_017270	GLEANP3_017270.t1	bdenJAM81_scaffold_2	529741	531687	-1	GP3.017270.5	bden_t_86168	GP3.017270.5	529741	531687	-1	yes
GLEANP3_017280	GLEANP3_017280.t1	bdenJAM81_scaffold_2	538545	546036	-1	estExt_fgenesh1_pg.C_20188.5	bden_t_34385	estExt_fgenesh1_pg.C_20188.5	538545	546036	-1	yes
GLEANP3_017290	GLEANP3_017290.t1	bdenJAM81_scaffold_2	549204	550865	1	estExt_Genewise1.C_20160.5	bden_t_15823	estExt_Genewise1.C_20160.5	549217	550865	1	yes
GLEANP3_017300	GLEANP3_017300.t1	bdenJAM81_scaffold_2	567926	572604	-1	estExt_fgenesh1_pg.C_20195.5	bden_t_34387	estExt_fgenesh1_pg.C_20195.5	567875	572278	-1	yes
GLEANP3_017310	GLEANP3_017310.t1	bdenJAM81_scaffold_2	572979	575991	1	estExt_fgenesh1_pg.C_20196.5	bden_t_34388	estExt_fgenesh1_pg.C_20196.5	572979	575997	1	yes
GLEANP3_017320	GLEANP3_017320.t1	bdenJAM81_scaffold_2	576885	584489	1	GP3.017320.5	bden_t_86173	GP3.017320.5	576885	584489	1	yes
GLEANP3_017330	GLEANP3_017330.t1	bdenJAM81_scaffold_2	585411	587812	1	fgenesh1_pg.C_scaffold_2000199.5	bden_t_22812	fgenesh1_pg.C_scaffold_2000199.5	585818	587812	1	yes
GLEANP3_017340	GLEANP3_017340.t1	bdenJAM81_scaffold_2	587988	589400	1	GP3.017340.5	bden_t_86175	GP3.017340.5	587988	589400	1	yes
GLEANP3_017350	GLEANP3_017350.t1	bdenJAM81_scaffold_2	589389	592674	-1	GP3.017340.5	bden_t_86175	GP3.017340.5	587988	589400	1	no
GLEANP3_017350	GLEANP3_017350.t1	bdenJAM81_scaffold_2	589389	592674	-1	fgenesh1_pg.C_scaffold_2000201.5	bden_t_22814	fgenesh1_pg.C_scaffold_2000201.5	589435	592683	-1	no
GLEANP3_017360	GLEANP3_017360.t1	bdenJAM81_scaffold_2	592708	596701	1	GP3.017360.5	bden_t_86177	GP3.017360.5	592708	596701	1	yes
GLEANP3_017370	GLEANP3_017370.t1	bdenJAM81_scaffold_2	596704	601581	-1	estExt_fgenesh1_pg.C_20204.5	bden_t_34391	estExt_fgenesh1_pg.C_20204.5	596704	601581	-1	yes
GLEANP3_017380	GLEANP3_017380.t1	bdenJAM81_scaffold_2	602281	603335	-1	GP3.017380.5	bden_t_86179	GP3.017380.5	602281	603335	-1	yes
GLEANP3_017390	GLEANP3_017390.t1	bdenJAM81_scaffold_2	617632	621894	-1	fgenesh1_pg.C_scaffold_2000209.5	bden_t_22822	fgenesh1_pg.C_scaffold_2000209.5	617850	621894	-1	yes
GLEANP3_017400	GLEANP3_017400.t1	bdenJAM81_scaffold_2	622338	623979	-1	fgenesh1_pg.C_scaffold_2000210.5	bden_t_22823	fgenesh1_pg.C_scaffold_2000210.5	622377	624054	-1	yes
GLEANP3_017410	GLEANP3_017410.t1	bdenJAM81_scaffold_2	624973	626727	1	GP3.017410.5	bden_t_86182	GP3.017410.5	624973	626727	1	yes
GLEANP3_017420	GLEANP3_017420.t1	bdenJAM81_scaffold_2	626787	628557	-1	estExt_Genewise1.C_20168.5	bden_t_15825	estExt_Genewise1.C_20168.5	626784	628557	-1	yes
GLEANP3_017430	GLEANP3_017430.t1	bdenJAM81_scaffold_2	628686	630872	1	fgenesh1_pg.C_scaffold_2000215.5	bden_t_22828	fgenesh1_pg.C_scaffold_2000215.5	630651	632085	-1	no
GLEANP3_017430	GLEANP3_017430.t1	bdenJAM81_scaffold_2	628686	630872	1	estExt_Genewise1.C_20171.5	bden_t_15828	estExt_Genewise1.C_20171.5	628686	630490	1	no
GLEANP3_017440	GLEANP3_017440.t1	bdenJAM81_scaffold_2	632229	634025	-1	fgenesh1_pg.C_scaffold_2000216.5	bden_t_22829	fgenesh1_pg.C_scaffold_2000216.5	632643	634025	-1	yes
GLEANP3_017450	GLEANP3_017450.t1	bdenJAM81_scaffold_2	635066	636745	-1	fgenesh1_pg.C_scaffold_2000217.5	bden_t_22830	fgenesh1_pg.C_scaffold_2000217.5	635066	636745	-1	yes
GLEANP3_017460	GLEANP3_017460.t1	bdenJAM81_scaffold_2	640128	642834	-1	estExt_fgenesh1_pg.C_20219.5	bden_t_34394	estExt_fgenesh1_pg.C_20219.5	640128	642829	-1	yes
GLEANP3_017470	GLEANP3_017470.t1	bdenJAM81_scaffold_2	643415	644725	1	estExt_fgenesh1_kg.C_20030.5	bden_t_36601	estExt_fgenesh1_kg.C_20030.5	643419	644720	1	yes
GLEANP3_017480	GLEANP3_017480.t1	bdenJAM81_scaffold_2	655511	656560	-1	GP3.017480.5	bden_t_86189	GP3.017480.5	655511	656560	-1	yes
GLEANP3_017490	GLEANP3_017490.t1	bdenJAM81_scaffold_2	661672	664791	1	GP3.017490.5	bden_t_86190	GP3.017490.5	661672	664791	1	yes
GLEANP3_017500	GLEANP3_017500.t1	bdenJAM81_scaffold_2	673624	679199	1	estExt_fgenesh1_kg.C_20031.5	bden_t_36602	estExt_fgenesh1_kg.C_20031.5	673624	674372	-1	yes
GLEANP3_017510	GLEANP3_017510.t1	bdenJAM81_scaffold_2	679220	681134	-1	fgenesh1_pg.C_scaffold_2000230.5	bden_t_22843	fgenesh1_pg.C_scaffold_2000230.5	679431	682131	-1	yes
GLEANP3_017520	GLEANP3_017520.t1	bdenJAM81_scaffold_2	696996	699492	1	estExt_fgenesh1_kg.C_20033.5	bden_t_36604	estExt_fgenesh1_kg.C_20033.5	696994	699492	1	yes
GLEANP3_017530	GLEANP3_017530.t1	bdenJAM81_scaffold_2	699684	702124	-1	gw1.2.162.1.5	bden_t_1910	gw1.2.162.1.5	700163	701918	-1	yes
GLEANP3_017540	GLEANP3_017540.t1	bdenJAM81_scaffold_2	702273	710445	-1	GP3.017540.5	bden_t_86195	GP3.017540.5	702273	710445	-1	yes
GLEANP3_017550	GLEANP3_017550.t1	bdenJAM81_scaffold_2	734852	737245	1	e_gw1.2.331.1.5	bden_t_9320	e_gw1.2.331.1.5	735994	737067	1	yes
GLEANP3_017560	GLEANP3_017560.t1	bdenJAM81_scaffold_2	741379	742949	-1	estExt_fgenesh1_kg.C_20037.5	bden_t_36608	estExt_fgenesh1_kg.C_20037.5	741379	742566	-1	yes
GLEANP3_017570	GLEANP3_017570.t1	bdenJAM81_scaffold_2	743489	750327	1	estExt_fgenesh1_pg.C_20246.5	bden_t_34401	estExt_fgenesh1_pg.C_20246.5	743489	750327	1	yes
GLEANP3_017580	GLEANP3_017580.t1	bdenJAM81_scaffold_2	755388	756923	1	GP3.017580.5	bden_t_86199	GP3.017580.5	755388	756923	1	yes
GLEANP3_017590	GLEANP3_017590.t1	bdenJAM81_scaffold_2	763021	765224	-1	estExt_fgenesh1_pm.C_20051.5	bden_t_32861	estExt_fgenesh1_pm.C_20051.5	763022	765224	-1	yes
GLEANP3_017600	GLEANP3_017600.t1	bdenJAM81_scaffold_2	765354	767029	1	GP3.017600.5	bden_t_86201	GP3.017600.5	765354	767029	1	yes
GLEANP3_017610	GLEANP3_017610.t1	bdenJAM81_scaffold_2	768860	775812	1	GP3.017610.5	bden_t_86202	GP3.017610.5	768860	775812	1	yes
GLEANP3_017620	GLEANP3_017620.t1	bdenJAM81_scaffold_2	780934	795107	-1	estExt_fgenesh1_pg.C_20256.5	bden_t_34404	estExt_fgenesh1_pg.C_20256.5	781076	795107	-1	yes
GLEANP3_017630	GLEANP3_017630.t1	bdenJAM81_scaffold_2	799569	803894	1	e_gw1.2.354.1.5	bden_t_9589	e_gw1.2.354.1.5	799995	801295	1	yes
GLEANP3_017640	GLEANP3_017640.t1	bdenJAM81_scaffold_2	805085	809015	1	estExt_fgenesh1_pm.C_20054.5	bden_t_32863	estExt_fgenesh1_pm.C_20054.5	805084	809014	1	yes
GLEANP3_017650	GLEANP3_017650.t1	bdenJAM81_scaffold_2	809187	814178	-1	estExt_fgenesh1_pg.C_20259.5	bden_t_34406	estExt_fgenesh1_pg.C_20259.5	809187	814178	-1	yes
GLEANP3_017660	GLEANP3_017660.t1	bdenJAM81_scaffold_2	815392	818883	-1	GP3.017660.5	bden_t_86207	GP3.017660.5	815392	818883	-1	yes
GLEANP3_017670	GLEANP3_017670.t1	bdenJAM81_scaffold_2	819959	822113	1	GP3.017670.5	bden_t_86208	GP3.017670.5	819959	822113	1	yes
GLEANP3_017680	GLEANP3_017680.t1	bdenJAM81_scaffold_2	822764	824229	1	fgenesh1_pm.C_scaffold_2000060.5	bden_t_29486	fgenesh1_pm.C_scaffold_2000060.5	822502	824229	1	yes
GLEANP3_017690	GLEANP3_017690.t1	bdenJAM81_scaffold_2	824433	827727	-1	estExt_Genewise1.C_20216.5	bden_t_15842	estExt_Genewise1.C_20216.5	824433	827732	-1	yes
GLEANP3_017700	bdenJAM81_scaffold_2	831304	836002	-1					NO_MATCH
GLEANP3_017710	GLEANP3_017710.t1	bdenJAM81_scaffold_2	836119	838914	1	fgenesh1_pg.C_scaffold_2000267.5	bden_t_22880	fgenesh1_pg.C_scaffold_2000267.5	836119	838914	1	yes
GLEANP3_017720	GLEANP3_017720.t1	bdenJAM81_scaffold_2	839420	841562	1	e_gw1.2.150.1.5	bden_t_9831	e_gw1.2.150.1.5	839444	841562	1	yes
GLEANP3_017730	GLEANP3_017730.t1	bdenJAM81_scaffold_2	849019	850618	-1	estExt_fgenesh1_kg.C_20046.5	bden_t_36615	estExt_fgenesh1_kg.C_20046.5	849019	850618	-1	yes
GLEANP3_017740	GLEANP3_017740.t1	bdenJAM81_scaffold_2	852259	854931	1	estExt_fgenesh1_pg.C_20272.5	bden_t_34412	estExt_fgenesh1_pg.C_20272.5	852258	855070	1	yes
GLEANP3_017750	GLEANP3_017750.t1	bdenJAM81_scaffold_2	854269	856541	-1	estExt_fgenesh1_pg.C_20273.5	bden_t_34413	estExt_fgenesh1_pg.C_20273.5	855070	856978	-1	no
GLEANP3_017750	GLEANP3_017750.t1	bdenJAM81_scaffold_2	854269	856541	-1	estExt_fgenesh1_pg.C_20272.5	bden_t_34412	estExt_fgenesh1_pg.C_20272.5	852258	855070	1	no
GLEANP3_017760	GLEANP3_017760.t1	bdenJAM81_scaffold_2	859818	861581	1	estExt_Genewise1Plus.C_20234.5	bden_t_18805	estExt_Genewise1Plus.C_20234.5	859818	861567	1	yes
GLEANP3_017770	GLEANP3_017770.t1	bdenJAM81_scaffold_2	867882	869642	1	GP3.017770.5	bden_t_86218	GP3.017770.5	867882	869642	1	yes
GLEANP3_017780	GLEANP3_017780.t1	bdenJAM81_scaffold_2	885285	887616	1	e_gw1.2.126.1.5	bden_t_9543	e_gw1.2.126.1.5	885318	887500	1	yes
GLEANP3_017790	GLEANP3_017790.t1	bdenJAM81_scaffold_2	888254	889862	1	fgenesh1_kg.C_scaffold_2000049.5	bden_t_31346	fgenesh1_kg.C_scaffold_2000049.5	888252	889317	1	yes
GLEANP3_017800	GLEANP3_017800.t1	bdenJAM81_scaffold_2	892474	893327	1	estExt_fgenesh1_kg.C_20050.5	bden_t_36619	estExt_fgenesh1_kg.C_20050.5	892485	893327	1	yes
GLEANP3_017810	GLEANP3_017810.t1	bdenJAM81_scaffold_2	894497	895677	-1	fgenesh1_pg.C_scaffold_2000291.5	bden_t_22904	fgenesh1_pg.C_scaffold_2000291.5	894559	896256	-1	yes
GLEANP3_017820	GLEANP3_017820.t1	bdenJAM81_scaffold_2	898221	899855	1	fgenesh1_pg.C_scaffold_2000292.5	bden_t_22905	fgenesh1_pg.C_scaffold_2000292.5	898413	899703	1	yes
GLEANP3_017830	GLEANP3_017830.t1	bdenJAM81_scaffold_2	903449	905458	-1	estExt_fgenesh1_kg.C_20052.5	bden_t_36621	estExt_fgenesh1_kg.C_20052.5	903449	905456	-1	yes
GLEANP3_017840	GLEANP3_017840.t1	bdenJAM81_scaffold_2	918072	921236	1	estExt_fgenesh1_pg.C_20298.5	bden_t_34419	estExt_fgenesh1_pg.C_20298.5	918072	921236	1	yes
GLEANP3_017850	GLEANP3_017850.t1	bdenJAM81_scaffold_2	923960	926604	-1	e_gw1.2.119.1.5	bden_t_9489	e_gw1.2.119.1.5	924468	926604	-1	yes
GLEANP3_017860	GLEANP3_017860.t1	bdenJAM81_scaffold_2	927540	930869	1	estExt_fgenesh1_pg.C_20301.5	bden_t_34420	estExt_fgenesh1_pg.C_20301.5	927540	930941	1	yes
GLEANP3_017870	GLEANP3_017870.t1	bdenJAM81_scaffold_2	931426	935381	-1	fgenesh1_pg.C_scaffold_2000304.5	bden_t_22917	fgenesh1_pg.C_scaffold_2000304.5	931498	935203	-1	yes
GLEANP3_017880	GLEANP3_017880.t1	bdenJAM81_scaffold_2	935465	936199	-1	GP3.017880.5	bden_t_86229	GP3.017880.5	935465	936199	-1	yes
GLEANP3_017890	GLEANP3_017890.t1	bdenJAM81_scaffold_2	936605	938970	1	estExt_fgenesh1_pg.C_20304.5	bden_t_34422	estExt_fgenesh1_pg.C_20304.5	936645	938970	1	yes
GLEANP3_017900	GLEANP3_017900.t1	bdenJAM81_scaffold_2	940573	943571	1	GP3.017900.5	bden_t_86231	GP3.017900.5	940573	943571	1	yes
GLEANP3_017910	GLEANP3_017910.t1	bdenJAM81_scaffold_2	944130	945355	1	estExt_fgenesh1_pg.C_20306.5	bden_t_34423	estExt_fgenesh1_pg.C_20306.5	944130	945355	1	yes
GLEANP3_017920	GLEANP3_017920.t1	bdenJAM81_scaffold_2	946074	947850	1	fgenesh1_pm.C_scaffold_2000070.5	bden_t_29496	fgenesh1_pm.C_scaffold_2000070.5	946182	947850	1	yes
GLEANP3_017930	GLEANP3_017930.t1	bdenJAM81_scaffold_2	949240	951765	1	GP3.017930.5	bden_t_86234	GP3.017930.5	949240	951765	1	yes
GLEANP3_017940	GLEANP3_017940.t1	bdenJAM81_scaffold_2	952267	953855	1	estExt_fgenesh1_pg.C_20309.5	bden_t_34425	estExt_fgenesh1_pg.C_20309.5	952267	953855	1	yes
GLEANP3_017950	GLEANP3_017950.t1	bdenJAM81_scaffold_2	954039	955348	-1	estExt_fgenesh1_kg.C_20058.5	bden_t_36625	estExt_fgenesh1_kg.C_20058.5	954036	955348	-1	yes
GLEANP3_017960	GLEANP3_017960.t1	bdenJAM81_scaffold_2	962533	963958	-1	estExt_Genewise1.C_20264.5	bden_t_15859	estExt_Genewise1.C_20264.5	962534	963958	-1	yes
GLEANP3_017970	GLEANP3_017970.t1	bdenJAM81_scaffold_2	964240	966596	1	estExt_fgenesh1_kg.C_20059.5	bden_t_36626	estExt_fgenesh1_kg.C_20059.5	965848	966596	1	yes
GLEANP3_017980	GLEANP3_017980.t1	bdenJAM81_scaffold_2	966930	969240	-1	GP3.017980.5	bden_t_86239	GP3.017980.5	966930	969240	-1	yes
GLEANP3_017990	GLEANP3_017990.t1	bdenJAM81_scaffold_2	969396	971324	1	fgenesh1_kg.C_scaffold_2000060.5	bden_t_31357	fgenesh1_kg.C_scaffold_2000060.5	969395	971319	1	yes
GLEANP3_018000	GLEANP3_018000.t1	bdenJAM81_scaffold_2	971474	975067	1	estExt_fgenesh1_pg.C_20316.5	bden_t_34430	estExt_fgenesh1_pg.C_20316.5	971474	975067	1	yes
GLEANP3_018010	GLEANP3_018010.t1	bdenJAM81_scaffold_2	975353	977685	-1	GP3.018010.5	bden_t_86242	GP3.018010.5	975353	977685	-1	yes
GLEANP3_018020	GLEANP3_018020.t1	bdenJAM81_scaffold_2	979576	981901	1	e_gw1.2.121.1.5	bden_t_9466	e_gw1.2.121.1.5	980064	981783	1	yes
GLEANP3_018030	GLEANP3_018030.t1	bdenJAM81_scaffold_2	982180	985450	-1	estExt_fgenesh1_kg.C_20062.5	bden_t_36629	estExt_fgenesh1_kg.C_20062.5	982180	983620	-1	yes
GLEANP3_018040	GLEANP3_018040.t1	bdenJAM81_scaffold_2	989158	993554	1	GP3.018040.5	bden_t_86245	GP3.018040.5	989158	993554	1	yes
GLEANP3_018050	GLEANP3_018050.t1	bdenJAM81_scaffold_2	1017332	1020223	1	estExt_fgenesh1_pg.C_20331.5	bden_t_34433	estExt_fgenesh1_pg.C_20331.5	1017465	1020223	1	yes
GLEANP3_018060	GLEANP3_018060.t1	bdenJAM81_scaffold_2	1021575	1022735	1	GP3.018060.5	bden_t_86247	GP3.018060.5	1021575	1022735	1	yes
GLEANP3_018070	GLEANP3_018070.t1	bdenJAM81_scaffold_2	1026258	1030409	-1	estExt_Genewise1Plus.C_20284.5	bden_t_18815	estExt_Genewise1Plus.C_20284.5	1026258	1028717	-1	yes
GLEANP3_018080	bdenJAM81_scaffold_2	1032593	1034885	1					NO_MATCH
GLEANP3_018090	bdenJAM81_scaffold_2	1035263	1036358	1					NO_MATCH
GLEANP3_018100	GLEANP3_018100.t1	bdenJAM81_scaffold_2	1036823	1039193	-1	estExt_fgenesh1_pg.C_20337.5	bden_t_34435	estExt_fgenesh1_pg.C_20337.5	1036823	1039193	-1	yes
GLEANP3_018110	GLEANP3_018110.t1	bdenJAM81_scaffold_2	1039759	1041978	1	estExt_fgenesh1_pg.C_20338.5	bden_t_34436	estExt_fgenesh1_pg.C_20338.5	1039665	1041978	1	yes
GLEANP3_018120	GLEANP3_018120.t1	bdenJAM81_scaffold_2	1047483	1049176	1	estExt_Genewise1Plus.C_20290.5	bden_t_18818	estExt_Genewise1Plus.C_20290.5	1047474	1049174	1	yes
GLEANP3_018130	GLEANP3_018130.t1	bdenJAM81_scaffold_2	1049414	1051292	-1	fgenesh1_pg.C_scaffold_2000343.5	bden_t_22956	fgenesh1_pg.C_scaffold_2000343.5	1049414	1051003	-1	yes
GLEANP3_018140	GLEANP3_018140.t1	bdenJAM81_scaffold_2	1053152	1056731	1	estExt_fgenesh1_pg.C_20343.5	bden_t_34439	estExt_fgenesh1_pg.C_20343.5	1053152	1056731	1	yes
GLEANP3_018150	GLEANP3_018150.t1	bdenJAM81_scaffold_2	1074563	1077136	-1	GP3.018150.5	bden_t_86256	GP3.018150.5	1074563	1077136	-1	yes
GLEANP3_018160	GLEANP3_018160.t1	bdenJAM81_scaffold_2	1078426	1080348	-1	GP3.018160.5	bden_t_86257	GP3.018160.5	1078426	1080348	-1	yes
GLEANP3_018170	GLEANP3_018170.t1	bdenJAM81_scaffold_2	1081327	1087110	-1	e_gw1.2.23.1.5	bden_t_9456	e_gw1.2.23.1.5	1081327	1085259	-1	yes
GLEANP3_018180	GLEANP3_018180.t1	bdenJAM81_scaffold_2	1091899	1093780	-1	e_gw1.2.550.1.5	bden_t_9609	e_gw1.2.550.1.5	1091910	1092525	-1	yes
GLEANP3_018190	GLEANP3_018190.t1	bdenJAM81_scaffold_2	1094231	1105528	-1	estExt_fgenesh1_pg.C_20353.5	bden_t_34441	estExt_fgenesh1_pg.C_20353.5	1094231	1098316	-1	yes
GLEANP3_018200	GLEANP3_018200.t1	bdenJAM81_scaffold_2	1105632	1109162	1	estExt_fgenesh1_pg.C_20354.5	bden_t_34442	estExt_fgenesh1_pg.C_20354.5	1105645	1109162	1	yes
GLEANP3_018210	GLEANP3_018210.t1	bdenJAM81_scaffold_2	1109337	1112043	1	estExt_fgenesh1_kg.C_20070.5	bden_t_36635	estExt_fgenesh1_kg.C_20070.5	1111361	1112043	1	yes
GLEANP3_018220	GLEANP3_018220.t1	bdenJAM81_scaffold_2	1112496	1115216	1	estExt_fgenesh1_pm.C_20084.5	bden_t_32883	estExt_fgenesh1_pm.C_20084.5	1112496	1118406	1	yes
GLEANP3_018230	GLEANP3_018230.t1	bdenJAM81_scaffold_2	1115229	1116572	-1	estExt_fgenesh1_pm.C_20084.5	bden_t_32883	estExt_fgenesh1_pm.C_20084.5	1112496	1118406	1	yes
GLEANP3_018240	GLEANP3_018240.t1	bdenJAM81_scaffold_2	1132316	1136126	1	estExt_fgenesh1_pg.C_20363.5	bden_t_34448	estExt_fgenesh1_pg.C_20363.5	1132316	1136126	1	yes
GLEANP3_018250	GLEANP3_018250.t1	bdenJAM81_scaffold_2	1138026	1138935	1	estExt_fgenesh1_kg.C_20073.5	bden_t_36638	estExt_fgenesh1_kg.C_20073.5	1138026	1138935	1	yes
GLEANP3_018260	GLEANP3_018260.t1	bdenJAM81_scaffold_2	1139262	1141794	-1	estExt_fgenesh1_pm.C_20089.5	bden_t_32887	estExt_fgenesh1_pm.C_20089.5	1139262	1140220	-1	yes
GLEANP3_018270	GLEANP3_018270.t1	bdenJAM81_scaffold_2	1142021	1142987	-1	estExt_fgenesh1_pm.C_20090.5	bden_t_32888	estExt_fgenesh1_pm.C_20090.5	1142028	1142976	-1	yes
GLEANP3_018280	GLEANP3_018280.t1	bdenJAM81_scaffold_2	1144864	1148101	-1	estExt_fgenesh1_pg.C_20366.5	bden_t_34451	estExt_fgenesh1_pg.C_20366.5	1144841	1148101	-1	yes
GLEANP3_018290	GLEANP3_018290.t1	bdenJAM81_scaffold_2	1157118	1158426	1	gw1.2.283.1.5	bden_t_3612	gw1.2.283.1.5	1157121	1158408	1	yes
